65,5.6,3.0,56.0,4.5,1.5,Iris-versicolor
66,5.8,2.7,58.0,4.1,1.0,Iris-versicolor
67,6.2,2.2,62.0,4.5,1.5,Iris-versicolor
68,5.6,2.5,56.0,3.9,1.1,Iris-versicolor
69,5.9,3.2,59.0,4.8,1.8,Iris-versicolor
70,6.1,2.8,61.0,4.0,1.3,Iris-versicolor
71,6.3,2.5,63.0,4.9,1.5,Iris-versicolor
72,6.1,2.8,61.0,4.7,1.2,Iris-versicolor
73,6.4,2.9,64.0,4.3,1.3,Iris-versicolor
74,6.6,3.0,66.0,4.4,1.4,Iris-versicolor
75,6.8,2.8,68.0,4.8,1.4,Iris-versicolor
76,6.7,3.0,67.0,5.0,1.7,Iris-versicolor
77,6.0,2.9,60.0,4.5,1.5,Iris-versicolor
78,5.7,2.6,57.0,3.5,1.0,Iris-versicolor
79,5.5,2.4,55.0,3.8,1.1,Iris-versicolor
80,5.5,2.4,55.0,3.7,1.0,Iris-versicolor
81,5.8,2.7,58.0,3.9,1.2,Iris-versicolor
82,6.0,2.7,60.0,5.1,1.6,Iris-versicolor
83,5.4,3.0,54.0,4.5,1.5,Iris-versicolor
84,6.0,3.4,60.0,4.5,1.6,Iris-versicolor
85,6.7,3.1,67.0,4.7,1.5,Iris-versicolor
86,6.3,2.3,63.0,4.4,1.3,Iris-versicolor
87,5.6,3.0,56.0,4.1,1.3,Iris-versicolor
88,5.5,2.5,55.0,4.0,1.3,Iris-versicolor
89,5.5,2.6,55.0,4.4,1.2,Iris-versicolor
90,6.1,3.0,61.0,4.6,1.4,Iris-versicolor
91,5.8,2.6,58.0,4.0,1.2,Iris-versicolor
92,5.0,2.3,50.0,3.3,1.0,Iris-versicolor
93,5.6,2.7,56.0,4.2,1.3,Iris-versicolor
94,5.7,3.0,57.0,4.2,1.2,Iris-versicolor
95,5.7,2.9,57.0,4.2,1.3,Iris-versicolor
96,6.2,2.9,62.0,4.3,1.3,Iris-versicolor
97,5.1,2.5,51.0,3.0,1.1,Iris-versicolor
98,5.7,2.8,57.0,4.1,1.3,Iris-versicolor
99,6.3,3.3,63.0,6.0,2.5,Iris-virginica
100,5.8,2.7,58.0,5.1,1.9,Iris-virginica
101,7.1,3.0,71.0,5.9,2.1,Iris-virginica
102,6.3,2.9,63.0,5.6,1.8,Iris-virginica
103,6.5,3.0,65.0,5.8,2.2,Iris-virginica
104,7.6,3.0,76.0,6.6,2.1,Iris-virginica
105,4.9,2.5,49.0,4.5,1.7,Iris-virginica
106,7.3,2.9,73.0,6.3,1.8,Iris-virginica
107,6.7,2.5,67.0,5.8,1.8,Iris-virginica
108,7.2,3.6,72.0,6.1,2.5,Iris-virginica
109,6.5,3.2,65.0,5.1,2.0,Iris-virginica
110,6.4,2.7,64.0,5.3,1.9,Iris-virginica
111,6.8,3.0,68.0,5.5,2.1,Iris-virginica
112,5.7,2.5,57.0,5.0,2.0,Iris-virginica
113,5.8,2.8,58.0,5.1,2.4,Iris-virginica
114,6.4,3.2,64.0,5.3,2.3,Iris-virginica
115,6.5,3.0,65.0,5.5,1.8,Iris-virginica
116,7.7,3.8,77.0,6.7,2.2,Iris-virginica
117,7.7,2.6,77.0,6.9,2.3,Iris-virginica
118,6.0,2.2,60.0,5.0,1.5,Iris-virginica
119,6.9,3.2,69.0,5.7,2.3,Iris-virginica
120,5.6,2.8,56.0,4.9,2.0,Iris-virginica
121,7.7,2.8,77.0,6.7,2.0,Iris-virginica
122,6.3,2.7,63.0,4.9,1.8,Iris-virginica
123,6.7,3.3,67.0,5.7,2.1,Iris-virginica
124,7.2,3.2,72.0,6.0,1.8,Iris-virginica
125,6.2,2.8,62.0,4.8,1.8,Iris-virginica
126,6.1,3.0,61.0,4.9,1.8,Iris-virginica
127,6.4,2.8,64.0,5.6,2.1,Iris-virginica
128,7.2,3.0,72.0,5.8,1.6,Iris-virginica
129,7.4,2.8,74.0,6.1,1.9,Iris-virginica
130,7.9,3.8,79.0,6.4,2.0,Iris-virginica
131,6.4,2.8,64.0,5.6,2.2,Iris-virginica
132,6.3,2.8,63.0,5.1,1.5,Iris-virginica
133,6.1,2.6,61.0,5.6,1.4,Iris-virginica
134,7.7,3.0,77.0,6.1,2.3,Iris-virginica
135,6.3,3.4,63.0,5.6,2.4,Iris-virginica
136,6.4,3.1,64.0,5.5,1.8,Iris-virginica
137,6.0,3.0,60.0,4.8,1.8,Iris-virginica
138,6.9,3.1,69.0,5.4,2.1,Iris-virginica
139,6.7,3.1,67.0,5.6,2.4,Iris-virginica
140,6.9,3.1,69.0,5.1,2.3,Iris-virginica
141,5.8,2.7,58.0,5.1,1.9,Iris-virginica
142,6.8,3.2,68.0,5.9,2.3,Iris-virginica
143,6.7,3.3,67.0,5.7,2.5,Iris-virginica
144,6.7,3.0,67.0,5.2,2.3,Iris-virginica
145,6.3,2.5,63.0,5.0,1.9,Iris-virginica
146,6.5,3.0,65.0,5.2,2.0,Iris-virginica
147,6.2,3.4,62.0,5.4,2.3,Iris-virginica
148,5.9,3.0,59.0,5.1,1.8,Iris-virginica
149,51.0,38.0,510.0,16.0,2.0,Iris-setosa
150,44.0,30.0,440.0,13.0,2.0,Iris-setosa
151,48.0,31.0,480.0,16.0,2.0,Iris-setosa
152,58.0,27.0,580.0,51.0,19.0,Iris-virginica
153,67.0,33.0,670.0,57.0,21.0,Iris-virginica
154,79.0,38.0,790.0,64.0,20.0,Iris-virginica
155,61.0,28.0,610.0,47.0,12.0,Iris-versicolor
156,70.0,32.0,700.0,47.0,14.0,Iris-versicolor
157,63.0,25.0,630.0,49.0,15.0,Iris-versicolor
